2,11,42604,4,245,7,7.1,7.2,7.3,7.4,1.456564762,0,6.43,0.1,18.98,744.794231,593.410195,86400,259.601396,263.245869,223.686032,86400.1
2,15,54409,5,86,6,6,7,7,7,1.294820355,0.0,4.95,0.0,22.01,655.98881,475.543158,0.11804100000000001,86400.0,193.421905,662.363949,86400.0
1,10,38441,1,386,1,1,1,1,1,0.9709505940000001,20.63,13.72,0.0,0.0,6338.330668,0.0,10119.60352,86400.0,768.819165,719.7965839999997,86400.0
4,13,47878,0,70,2,2,5,5,2,1.56559623,0.0,11.09,0.0,14.23,7434.087912999998,7429.537119,3.4253669999999996,86400.0,7798.017262,511.12400199999996,86400.0
0,19,69805,6,52,1,1,6,6,6,0.04727928,0.0,1.25,33.1,0.0,197.414799,100.548916,389.605258,86400.0,0.0,9310.203265,86400.0
2,21,76978,0,3947,7,7,3,3,3,1.9167161869999998,4.9,0.0,0.0,8.09,3887.522542,3884.831927,22865.26395,0.0,4177.473718,5023.072165,4698.4233509999995
4,15,57106,2,240,5,1,5,5,1,0.918295834,22.9,11.45,0.0,0.0,15735.610030000002,10.903303999999999,7213.958414,86400.0,4337.329327,3385.281371,86400.0
4,21,79015,1,166,1,1,5,5,1,0.566509507,29.8,4.55,0.0,0.0,372.52351200000004,28.484244,325.962073,86400.0,2733.968449,311.12937,86400.0
4,19,69872,0,348,6,10,10,10,10,1.198892337,0.0,10.2,0.0,2.53,2440.823455,2432.313741,1962.781947,7765.583369,349.551594,2748.117055,0.0
3,8,29382,1,116,1,1,1,1,1,0.650022422,28.5,5.85,0.0,0.0,2048.813066,0.0,39596.367289999995,86400.0,1682.163065,1586.292707,86400.0
4,12,43902,3,49,5,6,7,7,7,1.521191196,0.0,7.95,9.06,15.05,52.100473,50.748492999999996,7.3253059999999985,86400.0,21.81674,48.799381,86400.0
4,18,67454,5,1990,5,5,5,5,7,0.81802824,0.0,25.27,0.0,8.06,6777.718893000001,6774.963059999999,3.879668,86400.0,5429.357506,2278.323856,86400.0
4,15,54553,2,292,1,7,5,5,1,0.836640742,24.76,9.59,0.0,0.0,13183.27737,1.9055939999999998,4661.625749,86400.0,1784.996662,832.948706,86400.0
0,10,39331,1,50,6,5,6,6,6,0.353359335,0.0,2.27,32.08,0.0,200.23749899999999,198.327138,48622.35678,86400.0,0.0,157.027598,86400.0
1,19,71744,5,68,6,6,7,7,7,0.46899559399999996,0.0,3.46,0.0,30.89,1003.3276880000001,975.0215910000001,438.45859299999995,86400.0,211.58217599999998,5624.974668,86400.0
4,15,55625,0,2469,5,5,5,5,7,1.178613717,0.0,24.02,0.0,5.47,10880.84281,10856.72174,1768.113852,86400.0,7435.848073,2681.431655,86400.0
4,19,71499,5,271,7,7,7,7,7,0.46899559399999996,0.0,3.68,0.0,30.67,7399.378136,7400.5142769999975,86400.0,5370.949031,5371.909938000002,6755.304467,86400.0
4,19,69601,0,688,7,5,5,5,7,0.996791632,0.0,17.9,0.0,16.45,3062.758925,3063.525719,86400.0,32941.4578,11731.04666,2394.499419,86400.0
4,13,47285,2,1288,5,5,5,5,-1,0.0,0.0,34.35,0.0,0.0,6649.901497999997,6078.679602,2945.728911,86400.0,12677.36219,8604.633935,86400.0
3,7,27902,0,369,10,5,10,10,10,0.996791632,0.0,15.35,0.0,0.0,4056.105161,3777.997826,86400.0,86400.0,1912.0616100000002,1909.119438,0.0
0,16,61075,2,51,6,6,6,6,6,0.721928095,0.0,6.95,27.4,0.0,487.723567,409.562186,8424.586779000001,4359.718893,0.0,6546.250756,211.875618
4,11,42643,6,732,5,5,2,2,2,0.758270909,0.0,26.12,0.0,7.23,9100.734086,9098.837563,0.0,86400.0,5521.958807,15737.95058,86400.0
3,15,56398,4,249,6,1,1,1,1,0.836640742,24.87,9.48,0.0,0.0,19497.558999999997,0.0,86400.0,86400.0,581.290573,589.9217610000002,697.222014
4,13,50228,0,224,7,7,5,5,7,0.9709505940000001,0.0,13.9,0.0,20.45,3216.381538,3216.468507,86400.0,3146.348596000001,3144.963825,3215.1581899999996,86400.0
3,14,51308,0,490,1,5,1,1,1,0.836640742,8.91,25.44,0.0,0.0,2461.907318,0.0,86400.0,86400.0,2461.468411,3849.2838479999996,3849.4209579999997
4,19,70767,1,1817,7,7,5,5,7,1.013663513,0.0,25.58,0.0,3.67,2053.882564,2742.637455,1811.8197890000001,86400.0,2597.396466,2082.861146,86400.0
4,15,54473,3,830,5,7,7,7,7,0.996791632,0.0,18.44,0.0,15.91,15145.451490000001,13565.095930000001,4681.451842,86400.0,4752.806302,12816.78113,86400.0
4,15,56320,2,214,0,0,1,1,1,0.9480782440000001,21.64,12.71,0.0,0.0,255.008145,0.0,1863.1813370000002,86400.0,10477.0733,1190.058013,86400.0
0,16,59130,2,31,6,6,6,6,6,0.721928095,0.0,6.99,27.36,0.0,309.340397,2222.076077,86400.0,41.576289,0.0,274.699361,2238.879308
3,8,30940,5,621,7,6,5,5,7,1.806238929,0.0,13.07,9.98,8.99,1583.534448,1581.296153,591.7026400000002,86400.0,604.466451,2080.613397,86400.0
0,23,85156,3,45,6,6,6,6,6,0.721928095,0.0,7.27,27.08,0.0,199.749506,190.610591,20674.929790000002,7025.430247,0.0,9699.899842,6820.847283
1,16,60680,6,48,6,6,7,7,7,0.81802824,0.0,7.89,25.46,1.0,4621.4314909999985,4619.924751,3309.402209,86400.0,4.740543,5757.63921,86400.0
4,20,72186,2,290,1,1,1,1,1,0.721928095,27.39,6.96,0.0,0.0,1086.7175960000004,0.0,3289.1172149999998,86400.0,23992.716790000002,3320.4031010000012,86400.0
4,10,38384,4,506,7,7,7,7,7,0.353359335,0.0,2.51,0.0,31.84,7620.210819,7620.605694,86400.0,1883.068516,1882.7580030000001,7585.719158,86400.0
4,18,65321,2,266,1,1,1,1,1,0.918295834,22.86,11.49,0.0,0.0,978.907702,0.0,5065.596913,86400.0,4832.813548,1389.186808,86400.0
4,12,45014,2,159,7,6,7,7,7,0.69984284,0.0,2.51,2.5,29.34,2597.2904320000002,2541.115289,86400.0,404.55085299999996,146.658582,463.761271,86400.0
4,15,54230,2,1019,2,5,5,5,2,1.272905595,0.0,14.14,0.0,2.15,7450.7101,6167.801595,126.651424,86400.0,3463.969208,3581.9648939999997,86400.0
4,21,77833,6,422,7,7,5,5,7,0.783776947,0.0,7.8,0.0,26.55,1516.177007,1516.519456,86400.0,1670.32161,1667.679492,1514.479768,86400.0
3,9,34688,3,276,6,6,2,2,2,1.569974075,0.0,9.31,0.0,12.94,1927.5585210000002,907.5688289999999,0.0,86400.0,307.437762,7801.083814,86400.0
4,9,34493,4,73,1,1,1,1,1,0.353359335,32.22,2.13,0.0,0.0,938.225335,0.0,9744.610963,86400.0,9969.237665999999,2057.615464,86400.0
3,8,31090,6,1165,7,7,5,5,7,1.255536725,0.0,12.47,0.0,2.05,1807.729227,1738.351659,219.58528399999997,86400.0,29338.310110000002,1274.2367279999999,86400.0
4,0,1767,5,306,3,6,7,7,7,0.46899559399999996,0.0,3.58,0.0,30.77,782.429082,717.195507,86400.0,330.523288,333.763763,705.165495,86400.0
4,21,75817,2,854,10,7,5,5,10,0.881290899,0.0,10.4,0.0,0.0,7120.8924019999995,7101.9268189999975,86400.0,1549.618615,1199.053431,1645.3650519999999,261.88717
4,15,56502,3,49,6,7,5,5,1,0.918295834,22.86,11.49,0.0,0.0,2781.348794,1.084194,2699.885445,86400.0,74.59016700000002,257.631355,86400.0
4,16,59043,3,140,5,5,8,8,8,0.721928095,0.0,6.91,0.0,0.0,3747.138368,14919.81015,86400.0,32522.387160000002,1500.149028,5452.633822,86400.0
4,22,80339,2,541,7,7,7,7,7,0.836640742,0.0,9.56,0.0,24.79,8898.754354,3944.3793119999996,86400.0,3567.804714,3568.0585479999995,3922.1849090000014,86400.0
4,8,31071,2,237,7,7,7,7,7,0.783776947,0.0,8.25,0.0,26.1,2815.931089,2972.429704,86400.0,2793.172248,2238.046311,2815.046467,86400.0
