2,11,42604,4,245,7,7.1,7.2,7.3,7.4,1.456564762,0,6.43,0.1,18.98,744.794231,593.410195,86400,259.601396,263.245869,223.686032,86400.1
0,21,78671,5,42,7,0,6,6,6,0.511116903,0.0,3.71,29.36,1.28,374.054293,355.262642,50.461742,86400.0,0.0,1388.801406,86400.0
4,20,73989,0,560,10,10,10,10,10,0.0,0.0,0.0,0.0,0.0,6572.576843,6511.7198229999985,86400.0,5389.462616,5084.226323,5256.742851,0.0
4,18,65854,2,623,7,6,5,5,7,0.918295834,0.0,11.25,0.0,23.1,8412.326837999999,8411.915286,86400.0,2483.866579,2187.916241,8728.59066,86400.0
4,11,42847,0,388,1,1,1,1,1,0.468995594,30.69,3.66,0.0,0.0,1592.891122,0.0,7964.956659,86400.0,7981.276878,1646.7223689999994,86400.0
3,20,74528,0,311,5,6,7,7,7,1.52470692,4.26,4.23,0.0,3.07,4239.401922,186.270027,86400.0,1161.346773,1318.630054,3485.84326,86400.0
0,17,62877,2,148,7,0,5,5,6,1.41861967,0.0,6.67,19.12,8.56,169.372668,1756.2843510000002,86400.0,847.687183,5.089127,166.991646,1863.08858
3,9,33264,3,612,6,6,7,7,7,1.346602752,0.0,17.58,13.5,3.27,1246.847449,1278.608617,809.065948,86400.0,594.059292,7441.778963,86400.0
4,18,67223,4,967,5,5,5,5,7,0.721928095,0.0,27.4,0.0,6.95,7558.679724,7558.152398,86400.0,6840.928226000001,3169.371315,7001.984274,86400.0
4,15,55166,1,169,7,5,1,1,1,0.0,34.35,0.0,0.0,0.0,182.102288,0.0,14426.6615,86400.0,13724.14041,235.062169,86400.0
3,7,27079,4,211,10,10,10,10,10,0.468995594,0.0,3.6,0.0,0.0,1818.858475,1925.875258,86400.0,86400.0,1049.308891,1046.907399,0.0
4,10,38179,0,264,7,7,5,5,7,0.987137774,0.0,14.45,0.0,19.9,4077.668236,4077.294497,86400.0,8631.075912999999,8504.927281,8660.066793,86400.0
4,7,25597,2,127,0,0,1,1,1,0.948078244,21.84,12.51,0.0,0.0,155.327564,0.0,13710.191830000002,86400.0,13669.49179,28463.38102,86400.0
3,22,80580,4,61,1,1,1,1,1,0.04727928,33.3,1.05,0.0,0.0,1477.773107,0.0,2804.431496,86400.0,3268.31873,3115.019699,86400.0
3,22,80692,4,1989,1,1,5,5,1,0.836640742,25.64,8.71,0.0,0.0,3770.261542,0.112631,3011.768565,86400.0,2458.153237,2396.125896,86400.0
3,9,35128,6,48,6,6,2,2,2,1.895461844,0.0,10.35,10.59,10.3,3374.2454770000004,3373.469107,0.0,86400.0,18.724614000000006,5679.942692000001,86400.0
4,16,58998,6,101,7,7,7,7,7,1.241946032,0.0,4.77,0.0,23.02,2525.423734,2522.377661,21.081956,86400.0,155.554365,2448.756878,86400.0
4,18,67156,2,93,1,5,1,1,1,0.948078244,21.84,12.51,0.0,0.0,160.879088,0.0,86400.0,86400.0,160.599575,195.550709,195.613662
4,22,82337,6,2124,1,1,1,1,1,0.04727928,33.22,1.13,0.0,0.0,6122.457788000002,0.0,86400.0,86400.0,2130.410369,6271.490009,13411.7955
4,12,43598,2,144,5,5,5,5,1,0.918295834,22.86,11.49,0.0,0.0,12205.14265,1.84624,51014.56383,86400.0,12330.67747,239.630939,86400.0
4,20,72354,3,628,6,5,7,7,7,1.714736649,0.0,6.71,8.79,16.46,2755.887525,2448.46522,611.3413360000002,86400.0,620.931568,9884.271848,86400.0
4,21,77021,2,170,6,6,5,5,7,1.879936085,0.0,12.22,3.82,9.31,283.863567,1805.158723,128.469905,86400.0,165.28286599999996,1895.413871,86400.0
4,14,51102,0,305,7,7,7,7,7,1.360964047,0.0,13.57,0.0,17.01,838.484536,661.651796,276.618452,86400.0,6141.7845,584.356963,86400.0
3,7,27861,1,1107,7,6,5,5,2,1.746465799,0.0,15.27,2.56,9.68,1781.006407,1566.3772789999994,1043.367785,86400.0,1103.934488,1561.359976,86400.0
4,0,346,1,244,7,7,5,5,7,0.918295834,0.0,11.34,0.0,23.01,1350.238545,1348.31867,86400.0,1368.608881,1370.7409289999996,1340.766842,86400.0
4,19,69163,0,71,7,7,1,1,1,0.948078244,21.71,12.64,0.0,0.0,2227.057855,0.0,114.35371200000002,86400.0,5148.138437,2241.504005,86400.0
3,9,34392,5,70,6,6,7,7,7,1.498395816,0.0,7.97,18.08,8.3,5302.356078,5299.557483,41236.7277,86400.0,6.6175320000000015,6129.67644,86400.0
3,8,31879,6,1502,9,7,7,7,7,0.918295834,0.0,22.63,0.0,11.72,1707.513883,1706.7429100000006,1504.340252,86400.0,39743.11078,1529.667336,86400.0
3,8,29342,0,1015,5,10,10,10,10,0.783776947,0.0,26.08,0.0,0.0,3488.60181,3623.585711,86400.0,86400.0,2958.600158,2956.107946,0.0
4,5,21233,6,322,2,6,2,2,2,1.58014547,0.0,10.65,0.0,11.13,568.867676,566.386984,0.0,86400.0,487.194601,3885.664682,86400.0
4,12,44776,2,173,1,1,1,1,1,0.353359335,32.01,2.34,0.0,0.0,3406.368464,0.0,2402.677945,86400.0,11010.68137,2338.315425,86400.0
4,11,42259,4,49,5,0,1,1,1,0.836640742,25.18,9.17,0.0,0.0,449.680906,0.0,19546.83274,86400.0,2211.551956,2037.876778,86400.0
3,6,24622,4,309,7,7,7,7,7,0.353359335,0.0,2.11,0.0,32.24,1966.029557,1967.757997,86400.0,1697.004125,1697.4627469999998,1925.35724,86400.0
3,20,73207,3,214,3,3,3,3,3,0.921928095,0.0,3.44,0.0,3.39,1049.5402789999996,1044.280332,12514.127,0.0,930.774662,11932.72453,1231.822108
4,23,85013,5,512,7,7,7,7,7,0.721928095,0.0,7.03,0.0,27.32,5807.164855,5436.311499,86400.0,11713.97657,11720.01147,5432.724181000001,86400.0
4,15,55206,3,816,7,1,7,7,7,0.996791632,0.0,18.14,0.0,16.21,4484.514678000001,1475.225022,1418.615404,86400.0,19681.19283,5947.446099,86400.0
4,19,71549,4,227,6,6,7,7,7,1.41861967,0.0,8.16,0.0,19.45,8034.398287999998,453.625843,25.693781,86400.0,328.156033,7264.564769,86400.0
4,23,84167,4,1962,7,7,7,7,7,0.948078244,0.0,12.52,0.0,21.83,2143.577086,2174.485256,14475.4231,86400.0,2121.304298,6136.426325,86400.0
4,16,59647,4,316,1,0,1,1,1,1.0,17.18,17.17,0.0,0.0,360.686758,0.0,86400.0,86400.0,360.28527,875.9826380000003,876.946025
4,22,82474,4,168,1,1,1,1,1,0.836640742,25.12,9.23,0.0,0.0,4266.437427000002,0.0,4839.3975329999985,86400.0,4766.218993,4751.245984,86400.0
4,15,54222,4,111,0,1,7,7,7,1.800211946,8.72,10.4,0.0,12.88,118.354419,91.841789,20186.44232,86400.0,20218.96825,89.330889,86400.0
4,16,58150,1,227,7,1,7,7,7,1.230959563,0.0,2.41,0.0,10.64,646.728287,327.976252,26.607675,86400.0,977.240916,1051.843403,86400.0
4,13,47903,2,292,1,1,5,5,1,0.948078244,21.55,12.8,0.0,0.0,1204.939333,10.127522,1421.624452,86400.0,7000.587162999997,7536.724173999999,86400.0
4,20,72404,6,86,1,1,2,2,2,1.338268928,0.0,9.21,0.0,20.98,322.652459,137.815731,0.0,86400.0,11477.04143,5871.103827,86400.0
4,16,59602,0,1434,1,1,1,1,1,0.948078244,12.53,21.82,0.0,0.0,9660.727118,0.0,9611.831041,86400.0,11109.15619,6767.1134379999985,86400.0
4,12,44668,3,1213,5,5,5,5,-1,0.0,0.0,34.35,0.0,0.0,11563.34515,5812.674605,5183.863758,86400.0,5262.745808,8881.447862,86400.0
4,17,61904,0,236,7,7,7,7,7,0.881290899,0.0,11.25,0.0,23.1,3531.0827189999995,3531.723363,86400.0,1407.107499,1406.91601,3825.496727,86400.0
4,10,39247,6,373,7,7,7,7,7,0.468995594,0.0,3.77,0.0,30.58,3480.719895,3480.459909,86400.0,2775.731291,2775.32081,3478.833639,86400.0
0,16,59289,3,45,1,2,6,6,6,0.6067807510000001,0.0,4.94,1.0,28.41,326.39962,53.797626,134.230625,86400.0,0.0,3566.192096,86400.0
3,8,29591,5,596,6,6,7,7,7,0.996791632,0.0,18.04,0.0,16.31,1019.787372,1219.073348,86400.0,946.132855,634.3117990000002,980.401279,86400.0
4,17,63012,5,1413,5,6,5,5,2,1.251629167,0.0,23.45,0.0,5.36,3914.030224,3939.811198,3.910627,86400.0,3208.886047,13517.87291,86400.0
2,15,56460,6,58,6,6,5,5,2,1.874341204,0.0,5.81,6.32,14.7,354.10888700000015,353.125459,3.5406230000000005,86400.0,48.417619,726.398013,86400.0
4,18,65965,4,68,5,5,5,5,1,0.783776947,26.2,8.15,0.0,0.0,5724.582357,3.149676,4226.108987,86400.0,4787.743936,71.587106,86400.0
4,22,79680,0,2135,7,7,7,7,7,0.0,0.0,0.0,0.0,34.35,7817.0946,8143.727822,86400.0,7553.905143999998,7557.731876999997,7815.140575,86400.0
4,13,50041,4,664,1,1,1,1,1,0.353359335,31.94,2.41,0.0,0.0,2273.183741,0.0,6085.766315,86400.0,6193.037121,2816.154289,86400.0
4,17,64534,5,69,10,10,10,10,10,0.353359335,0.0,2.22,0.0,0.0,1987.780586,1908.191061,1139.427646,886.6264970000003,248.732453,5016.250753,0.0
4,10,36692,3,459,5,7,5,5,2,1.0,0.0,17.83,0.0,0.0,5230.864092,5229.860828,1.102223,86400.0,2586.596463,7885.654067,86400.0
4,17,62850,4,716,7,7,5,5,7,0.948078244,0.0,21.99,0.0,12.36,3185.305027,3184.777701,86400.0,2467.553529,2391.612479,2628.609577,86400.0
4,8,30539,5,271,7,7,5,5,7,0.881290899,0.0,9.79,0.0,24.56,9396.837295,9137.866836,86400.0,1529.966626,788.293284,9082.885822,86400.0
0,15,56872,6,36,6,6,5,5,6,0.468995594,0.0,3.19,31.16,0.0,323.547455,310.9786220000001,961.707892,86400.0,3.088576,518.5767559999998,86400.0
4,15,55096,0,212,1,1,1,1,1,0.566509507,29.64,4.71,0.0,0.0,1188.992091,0.0,7095.437872,86400.0,7131.134943000001,1203.038504,86400.0
0,10,37854,1,88,6,6,6,6,6,0.353359335,0.0,2.26,32.09,0.0,800.248163,776.3405809999997,50041.34032,86400.0,0.0,569.995986,86400.0
0,0,923,2,40,6,6,6,6,6,0.721928095,0.0,6.59,27.76,0.0,176.231629,170.685871,86400.0,5572.401458,0.0,6726.363131,4870.3282549999985
4,16,59233,2,343,8,1,8,8,8,0.468995594,0.0,3.76,0.0,0.0,9838.956271,720.796033,86400.0,773.095506,498.064907,938.953159,86400.0
4,19,69411,3,440,5,5,2,2,2,1.198892337,0.0,21.81,0.0,2.05,10007.83749,9743.806018,0.0,86400.0,9828.035219,4271.079184,86400.0
4,9,34332,5,876,7,6,5,5,2,1.103307409,0.0,24.59,0.0,4.9,3686.913923,3405.221079,860.390816,86400.0,933.693171,3401.663603,86400.0
0,19,71013,3,41,5,5,6,6,6,1.362898097,0.0,8.12,5.82,20.41,9631.689088,9630.908725,83.06492800000002,86400.0,0.0,6775.274676000001,86400.0
4,12,43757,2,170,1,5,5,5,1,0.836640742,25.18,9.17,0.0,0.0,12363.3817,0.952814,51172.80288,86400.0,12488.91653,397.869994,86400.0
4,16,60999,0,56,7,1,7,7,7,0.758270909,1.29,6.7,0.0,26.36,316.816533,56.393177,540.559108,86400.0,2344.903506,4769.702641,86400.0
0,16,59026,2,41,6,6,6,6,6,0.948078244,0.0,12.25,22.1,0.0,9395.332871,9390.089067,86400.0,2001.678126,0.0,830.899578,1799.057876
4,12,44083,3,102,0,0,1,1,1,0.918295834,22.85,11.5,0.0,0.0,208.278696,0.0,7366.2192099999975,86400.0,5428.755328,914.081106,86400.0
4,15,56251,3,137,1,1,1,1,1,0.721928095,27.54,6.81,0.0,0.0,454.953104,0.0,2973.553119,86400.0,730.867257,3095.982649,86400.0
4,19,71822,0,286,6,6,5,5,7,1.669134464,0.0,16.43,11.14,4.48,1315.025887,1313.879878,253.238329,86400.0,261.276654,1338.279905,86400.0
0,19,69887,6,33,6,7,6,6,6,0.650022422,0.0,5.73,28.62,0.0,175.750009,1467.417071,224.697781,86400.0,0.0,2388.148877,86400.0
4,12,46537,6,76,1,1,1,1,1,0.836640742,25.12,9.23,0.0,0.0,505.97266,0.0,1148.023555,86400.0,1086.173329,8068.1640510000025,86400.0
4,11,42192,0,179,7,0,1,1,1,0.650022422,29.01,5.34,0.0,0.0,341.820301,0.0,302.157758,86400.0,6374.745822,409.98218,86400.0
0,15,55414,0,29,6,5,6,6,6,0.566509507,0.0,4.63,29.72,0.0,353.151944,352.448857,114.878102,86400.0,0.0,386.492734,86400.0
4,14,52570,3,50,1,1,1,1,1,0.996791632,15.97,18.38,0.0,0.0,1200.243144,0.0,1229.81485,86400.0,15006.234869999998,1277.938642,86400.0
3,8,31209,4,53,6,6,7,7,7,2.118110986,2.4,12.62,0.0,8.76,36.306324,35.31595,11.550553,86400.0,126.84806299999998,6147.575986,86400.0
3,7,28580,3,221,10,10,5,5,10,0.721928095,0.0,6.66,0.0,0.0,2279.211732,1787.261339,86400.0,86400.0,1580.1074640000006,1531.293596,25.710244
4,22,80566,2,627,10,10,10,10,10,0.566509507,0.0,4.52,0.0,0.0,1777.724562,1707.328018,19682.07325,19678.081680000007,1700.656085,3465.0318409999995,0.0
